,Title,Product Link,Image Link,Price
199,"ASUS ROG Strix XG17AHPE 17.3” Portable Gaming Monitor, 1080P Full HD (1920 x 1080), IPS, 240Hz, Adaptive-Sync, Eye Care, Micro-HDMI USB-C, 3 Hour Battery Life",www.amazon.ca/XG17AHPE-Portable-Monitor-Adaptive-Sync-Micro-HDMI/dp/B0845Y1FRN/ref=sr_1_164?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-164,https://m.media-amazon.com/images/I/81SrmdgoKQL._AC_UY218_.jpg,CDN$ 649.99
200,"ASUS TUF Gaming Laptop, 17.3” 120Hz Full HD, AMD Ryzen 7 4800H, GeForce GTX1660Ti, 16GB DDR4, 1TB PCIE SSD, Wi-Fi 5, Windows 10, TUF706IU-AS76",www.amazon.ca/Gaming-GeForce-GTX1660Ti-Windows-TUF706IU-AS76/dp/B0863DFMV7/ref=sr_1_165?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-165,https://m.media-amazon.com/images/I/91MW2X7lrfL._AC_UY218_.jpg,CDN$ 1499.00
201,"ASUS Prime B550-PLUS AMD AM4 (3rd Gen Ryzen™) ATX motherboard (PCIe 4.0, ECC memory, 1Gb LAN, HDMI 2.1, DisPlayPort 1.2 (4K@60HZ), Addressable Gen 2 RGB header and Aura Sync)",www.amazon.ca/B550-PLUS-RyzenTM-motherboard-DisPlayPort-Addressable/dp/B089CT5GDM/ref=sr_1_166?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-166,https://m.media-amazon.com/images/I/91bMWZiA3SL._AC_UY218_.jpg,CDN$ 200.89
202,"ASUS ROG Zephyrus S15 Gaming Laptop, 15.6” 300Hz FHD IPS Type, NVIDIA GeForce RTX 2080S Max-Q, Intel Core i7-10875H, 32GB DDR4, 1TB RAID 0 SSD, Per-Key RGB, Thunderbolt 3, Win10 Pro, GX502LXS-XS79",www.amazon.ca/Zephyrus-GeForce-i7-10875H-Thunderbolt-GX502LXS-XS79/dp/B0876MBLTN/ref=sr_1_167?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-167,https://m.media-amazon.com/images/I/81xgQPhtYrL._AC_UY218_.jpg,CDN$ 3741.21
203,ASUS ROG Sheath PNK Limited Edition Extended Gaming Mouse Pad - Ultra-Smooth Surface for Pixel-Precise Mouse Control | Durable Anti-Fray Stitching | Non-Slip Rubber Base | Light & Portable,www.amazon.ca/Sheath-Limited-Extra-Large-Gaming-Inches/dp/B07SXK9XQK/ref=sr_1_168?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-168,https://m.media-amazon.com/images/I/71ibCK9WqeL._AC_UY218_.jpg,CDN$ 55.06
204,"Asus ROG Strix Helios White Edition ATX Mid Tower Gaming Case, with three panels of smoked tempered glass and refined brushed aluminum construction, and Aura Sync technology",www.amazon.ca/Asus-tempered-aluminum-construction-technology/dp/B088MDJZN6/ref=sr_1_169?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-169,https://m.media-amazon.com/images/I/81sFhg97FaL._AC_UY218_.jpg,N/A
205,"ASUS Gaming Router Tri-Band WiFi (Up to 5334 Mbps) for VR & 4K Streaming, 1.8GHz Quad-Core Processor, Gaming Port, Whole Home Mesh System, & AiProtection Network with 8 x Gigabit LAN Ports(GT-AC5300)",www.amazon.ca/Streaming-Quad-Core-Processor-AiProtection-GT-AC5300/dp/B071DPCKQ6/ref=sr_1_170?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-170,https://m.media-amazon.com/images/I/819NkwiyyUL._AC_UY218_.jpg,CDN$ 409.27
206,"ROG Strix Gaming Desktop PC, GeForce RTX 2070S, AMD Ryzen 7-3700X, 16GB DDR4 RAM, 2TB HDD + 512GB SSD, Windows 10 Home - G35DX-DS73S",www.amazon.ca/Gaming-Desktop-GeForce-7-3700X-Windows/dp/B085SQNP5Q/ref=sr_1_171?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-171,https://m.media-amazon.com/images/I/81QOGfNWJPL._AC_UY218_.jpg,CDN$ 2399.99
207,"ASUS TUF Z390-Plus Gaming (Wi-Fi) LGA1151 (Intel 8th,9th Gen) DDR4 DP HDMI M.2 Z390 ATX Motherboard 802.11ac Wi-Fi USB 3.1",www.amazon.ca/TUF-Z390-Plus-Gaming-Wi-Fi-Motherboard/dp/B07HCVFCGK/ref=sr_1_172?dchild=1&keywords=asus+rog&qid=1608133310&s=electronics&sr=1-172,https://m.media-amazon.com/images/I/71bCzKmCHQL._AC_UY218_.jpg,CDN$ 225.98
208,"RGB Gaming Mouse Pad Large, [90cm x 40cm ] Oversized 10 Lighting Mode Thick Glowing LED Extended Mousepad ，Non-Slip Rubber Base Computer Keyboard Pad Mat - CA 90x40 RGBsky",www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg7_1?ie=UTF8&adId=A05544933716NWSGAGR4J&url=%2FOversized-Lighting-Extended-Mousepad-%25EF%25BC%258CNon-Slip%2Fdp%2FB07SJRZ2B3%2Fref%3Dsr_1_173_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133310%26s%3Delectronics%26sr%3D1-173-spons%26psc%3D1&qualifier=1608133313&id=1128797659703056&widgetName=sp_btf,https://m.media-amazon.com/images/I/719uOadh-lL._AC_UY218_.jpg,CDN$ 41.99
209,"XPG Xenia Intel i7-9750H RTX 2070 Max-Q 8GB, 1TB NVMe SSD, 32GB RAM, Gaming Laptop (XENIA159GENI72070Q-BKCUS)",www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg7_1?ie=UTF8&adId=A03754002XKHTH3M6RPPU&url=%2FXPG-i7-9750H-Gaming-Laptop-XENIA159GENI72070Q-BKCUS%2Fdp%2FB086Z4S3S5%2Fref%3Dsr_1_174_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133310%26s%3Delectronics%26sr%3D1-174-spons%26psc%3D1&qualifier=1608133313&id=1128797659703056&widgetName=sp_btf,https://m.media-amazon.com/images/I/51GPAUPHUOL._AC_UY218_.jpg,CDN$ 2499.99
210,JHZL 150W 20V 7.5A Original AC Adapter for ASUS ROG G531GT-BI7N6 ADP-150CH B ADP-150CH BB A18-150P1A 0A001-00081500 Power Cord,www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg8_1?ie=UTF8&adId=A08148503E3HAEW14NX7E&url=%2FJHZL-G531GT-BI7N6-ADP-150CH-A18-150P1A-0A001-00081500%2Fdp%2FB088SZXBTM%2Fref%3Dsr_1_169_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133313%26s%3Delectronics%26sr%3D1-169-spons%26psc%3D1&qualifier=1608133316&id=6508544307404201&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61fYmZRy4xL._AC_UY218_.jpg,CDN$ 72.10
211,Original 19.5V 11.8A 230W AC Charger Compatible for Asus ROG Zephyrus S GX701GX GX701GW GX701GV ROG Strix Scar II GL704GM-DH74 GL703GM-DS74 ADP-230GB B A17-180P1A Gaming Laptop with US Cable,www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg8_1?ie=UTF8&adId=A05335865NX69B7GL1O1&url=%2FCompatible-GL704GM-DH74-GL703GM-DS74-ADP-230GB-A17-180P1A%2Fdp%2FB07X5X4662%2Fref%3Dsr_1_170_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133313%26s%3Delectronics%26sr%3D1-170-spons%26psc%3D1&qualifier=1608133316&id=6508544307404201&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/41CpS4At9NL._AC_UY218_.jpg,CDN$ 138.05
212,"ASUS Prime Z490-A LGA 1200 (Intel® 10th Gen) ATX motherboard (14 DrMOS power stages,Dual M.2, Intel® 2.5 Gb Ethernet, USB 3.2 front panel Type-C, Thunderbolt™ 3 support, Aura Sync RGB)",www.amazon.ca/Intel%C2%AE-motherboard-Ethernet-ThunderboltTM-support/dp/B087LNZXDV/ref=sr_1_171?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-171,https://m.media-amazon.com/images/I/71S9EWlbzYL._AC_UY218_.jpg,CDN$ 304.17
213,Asus ROG Strix B450-F Gaming AMD B450 DDR4-SDRAM Motherboard,www.amazon.ca/Asus-B450-F-Gaming-DDR4-SDRAM-Motherboard/dp/B07F714FT7/ref=sr_1_172?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-172,https://m.media-amazon.com/images/I/61Wrp3hrfKL._AC_UY218_.jpg,CDN$ 306.70
214,ASUS GeForce GTX 1650 Super Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1650S-O4G),www.amazon.ca/GeForce-Overclocked-Phoenix-Graphics-PH-GTX1650S-O4G/dp/B081L1JHGT/ref=sr_1_173?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-173,https://m.media-amazon.com/images/I/81Rn-3OJ4OL._AC_UY218_.jpg,N/A
215,"Asus ROG Strix LC 120 RGB AIO Liquid CPU Cooler 120mm Radiator, 120mm 4-Pin PWM Fan with Fanxpert Controls, Support for Intel and AMD Motherboards",www.amazon.ca/Asus-ROG-LC-120-Motherboards/dp/B07S39QVPT/ref=sr_1_174?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-174,https://m.media-amazon.com/images/I/713yPRmyYkL._AC_UY218_.jpg,CDN$ 178.97
216,"ASUS ROG Strix Arion M.2 NVMe SSD Enclosure-USB3.2 GEN2 Type-C (10 Gbps), Dual USB-C to C and USB-C to A Cables, Screwdriver-Free, Thermal Pads Included, Fits PCIe 2280/2260/2242/2230 M Key/B+M Key",www.amazon.ca/Enclosure-USB3-2-Type-C-Screwdriver-Free-Thermal-Included/dp/B07ZDRCQPG/ref=sr_1_175?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-175,https://m.media-amazon.com/images/I/51KQdyVt-TL._AC_UY218_.jpg,N/A
217,"ROG Strix Gaming Desktop PC, AMD Ryzen 5-3600X, GeForce GTX 1660Ti, 16GB DDR4 RAM, 512GB SSD + 1TB HDD, Wi-Fi 5, Windows 10 Home, G15DH-DS562",www.amazon.ca/Desktop-5-3600X-GeForce-Windows-G15DH-DS562/dp/B085SQ55WZ/ref=sr_1_176?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-176,https://m.media-amazon.com/images/I/71K1vJC0HJL._AC_UY218_.jpg,CDN$ 1549.00
218,"ASUS ROG Zephyrus G14 14-inch FHD 512GB SSD 2.9GHz Ryzen 7 VR Ready Laptop (8GB RAM, 8-Core AMD Ryzen 7, GeForce GTX 1650) Eclipse Gray, GA401IH-BR7N2BL",www.amazon.ca/Zephyrus-14-inch-GeForce-Eclipse-GA401IH-BR7N2BL/dp/B08CZLW29Z/ref=sr_1_177?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-177,https://m.media-amazon.com/images/I/51jLxJ1CXqL._AC_UY218_.jpg,CDN$ 1375.49
219,Asus RT-AC3100 Dual-Band Wi-Fi Router,www.amazon.ca/Asus-RT-AC3100-Dual-Band-Wi-Fi-Router/dp/B01707HPKS/ref=sr_1_178?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-178,https://m.media-amazon.com/images/I/81R+naBtunL._AC_UY218_.jpg,CDN$ 329.99
220,"ASUS ROG Strix Go 2.4 Electro Punk Wireless Gaming Headphones with USB-C 2.4 GHz Adapter | Ai Powered Noise-Cancelling Microphone | Over-Ear Headphones for PC, Mac, Nintendo Switch, and PS4",www.amazon.ca/Wireless-Headphones-Noise-Cancelling-Microphone-Over-Ear/dp/B08DFJKLNG/ref=sr_1_179?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-179,https://m.media-amazon.com/images/I/515QxSIs5IL._AC_UY218_.jpg,CDN$ 258.99
221,"ASUS MX38VC 37.5” Monitor IPS Eye Care with Qi Charging, Space Gray/Black",www.amazon.ca/MX38VC-Monitor-Charging-Space-Black/dp/B07QL3VRNN/ref=sr_1_180?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-180,https://m.media-amazon.com/images/I/81KjlMXt+3L._AC_UY218_.jpg,CDN$ 1899.99
222,"ASUS RS200 ROG Strix 240mm PCI-E x 16 Riser Cable with 90 Degree Adapter, Patented SafeSlot Design, EMI Shielding",www.amazon.ca/RS200-ROG-Patented-SafeSlot-Shielding/dp/B081W11ZKQ/ref=sr_1_181?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-181,https://m.media-amazon.com/images/I/81EiokF9v8L._AC_UY218_.jpg,CDN$ 106.96
223,"ASUS ROG Strix NVIDIA GeForce RTX 3070 Gaming Graphics Card (PCIe 4.0, 8GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power II, GPU Tweak II)",www.amazon.ca/GeForce-Graphics-DisplayPort-Axial-tech-2-9-Slot/dp/B08L8JNTXQ/ref=sr_1_182?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-182,https://m.media-amazon.com/images/I/81DOtdsS1sL._AC_UY218_.jpg,N/A
224,"Redragon Mechanical Gaming Keyboard, RGB Led Rainbow Backlit, Wired Keyboard with Red Switches for Windows Gaming PC (87 Keys, Black)",www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg8_1?ie=UTF8&adId=A055405432VNLICZFLCJD&url=%2FRedragon-KUMARA-Backlit-Mechanical-Keyboard%2Fdp%2FB016MAK38U%2Fref%3Dsr_1_183_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133313%26s%3Delectronics%26sr%3D1-183-spons%26psc%3D1&qualifier=1608133316&id=6508544307404201&widgetName=sp_mtf,https://m.media-amazon.com/images/I/71cngLX2xuL._AC_UY218_.jpg,CDN$ 48.99
225,"Exascend EXPC3 4TB PCIe M.2 2280 Gen 3x4 NVMe, 3D NAND, up to 3,100MB/s, Gaming Internal SSD",www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg8_1?ie=UTF8&adId=A08580961VA61DMQKPNL0&url=%2FExascend-EXPC3-100MB-Gaming-Internal%2Fdp%2FB087Z24X3H%2Fref%3Dsr_1_184_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133313%26s%3Delectronics%26sr%3D1-184-spons%26psc%3D1&qualifier=1608133316&id=6508544307404201&widgetName=sp_mtf,https://m.media-amazon.com/images/I/51-lD+sw6BL._AC_UY218_.jpg,CDN$ 899.00
226,ASUS Cerberus Gaming Headset,www.amazon.ca/Asus-Cerberus-ASUS-Gaming-Headset/dp/B00KXN8L7I/ref=sr_1_185?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-185,https://m.media-amazon.com/images/I/81YbE9hdrWL._AC_UY218_.jpg,CDN$ 130.89
227,ASUS ROG Strix Evolve Optical Gaming Mouse with Configurable Shape Design for Ideal Grip,www.amazon.ca/STRIX-EVOLVE-GAMING-MOUSE-BLACK/dp/B073SX44NX/ref=sr_1_186?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-186,https://m.media-amazon.com/images/I/818Z7cynLZL._AC_UY218_.jpg,N/A
228,ASUS ROG Strix Slice Gaming Mouse Pad,www.amazon.ca/ASUS-Strix-Slice-Gaming-Mouse/dp/B07Y3LSL8C/ref=sr_1_187?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-187,https://m.media-amazon.com/images/I/71mzqzGXDcL._AC_UY218_.jpg,CDN$ 54.96
229,"ASUS ROG Strix G Gaming Laptop, 15.6” 120Hz IPS Type Full HD, NVIDIA GeForce GTX 1660 Ti, Intel Core i5-9300H, 8GB DDR4, 512GB PCIe NVMe SSD, RGB KB, Windows 10, GL531GU-WB53",www.amazon.ca/Laptop-i5-9300H-NVIDIA-GeForce-GL531GU-WB53/dp/B07VWDKV4C/ref=sr_1_188?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-188,https://m.media-amazon.com/images/I/614tVoYYQrL._AC_UY218_.jpg,CDN$ 1285.66
230,"Asus GU502GU-XB74 ROG Zephyrus S Thin and Portable Gaming Laptop, 15.6 inch 144Hz FHD, NVIDIA 1660Ti, i7-9750H, 16GB, 512B PCIe SSD, Per-Key RGB",www.amazon.ca/Asus-GU502GU-XB74-Zephyrus-Portable-i7-9750H/dp/B07RG83B7K/ref=sr_1_189?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-189,https://m.media-amazon.com/images/I/71HAOnE44IL._AC_UY218_.jpg,CDN$ 1999.00
231,Asus Prime Z390-P LGA1151 (Intel 8th and 9th Gen) DDR4 DP HDMI M.2 Z390 ATX Motherboard with USB 3.1 Gen2,www.amazon.ca/Prime-Z390-P-LGA1151-Intel-Motherboard/dp/B07HCT5GBD/ref=sr_1_190?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-190,https://m.media-amazon.com/images/I/91Hkvzo6PYL._AC_UY218_.jpg,CDN$ 175.31
232,ASUS Rog Rapture Gt-AC5300 Tri-Band 4x4 Gaming WiFi with 8-Port Gigabit Router,www.amazon.ca/Rapture-Gt-AC5300-Tri-Band-Gaming-Gigabit/dp/B074KMM2MP/ref=sr_1_191?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-191,https://m.media-amazon.com/images/I/41HLRBMi4yL._AC_UY218_.jpg,CDN$ 448.99
233,"ASUS ROG Strix Go Core Gaming Headset (Hi-Res Audio, 2.4GHz, 3.5mm Connector, Compatible with PC, Mac, Nintendo Switch, Smart Devices and PS4)",www.amazon.ca/ROG-Strix-Core-Connector-Compatible/dp/B08JB1ZN56/ref=sr_1_192?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-192,https://m.media-amazon.com/images/I/71r7qJ93-BL._AC_UY218_.jpg,N/A
234,Asus AC2900 ROG Rapture Wi-Fi Gaming Router,www.amazon.ca/Asus-AC2900-Rapture-Gaming-Router/dp/B07W76PZMY/ref=sr_1_193?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-193,https://m.media-amazon.com/images/I/61WjqKI6Y9L._AC_UY218_.jpg,CDN$ 269.99
235,"Asus TUF Gaming VG32VQ 31.5"" 16:9 Curved 144 Hz HDR Adaptive-Sync LCD Gaming Monitor",www.amazon.ca/Asus-Gaming-VG32VQ-31-5-Adaptive-Sync/dp/B07VFKSGRW/ref=sr_1_194?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-194,https://m.media-amazon.com/images/I/813VOQwrNtL._AC_UY218_.jpg,CDN$ 579.99
236,"ASUS AM4 TUF Gaming X570-Plus ATX Motherboard with PCIe 4.0, Dual M.2, 12,2 with Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2",www.amazon.ca/TUF-Gaming-X570-Plus-Motherboard-Lighting/dp/B07SXFK1TP/ref=sr_1_195?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-195,https://m.media-amazon.com/images/I/71qaGITwWLL._AC_UY218_.jpg,CDN$ 256.99
237,Asus ROG Crosshair VII Formula AM4 AMD X570 ATX DDR4-SDRAM Motherboard,www.amazon.ca/Asus-Crosshair-Formula-DDR4-SDRAM-Motherboard/dp/B07TMPTQ5T/ref=sr_1_196?dchild=1&keywords=asus+rog&qid=1608133313&s=electronics&sr=1-196,https://m.media-amazon.com/images/I/71l5e01ogKL._AC_UY218_.jpg,N/A
238,JHZL 150W 20V 7.5A Original AC Adapter for ASUS ROG G531GT-BI7N6 ADP-150CH B ADP-150CH BB A18-150P1A 0A001-00081500 Power Cord,www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg9_1?ie=UTF8&adId=A08148503E3HAEW14NX7E&url=%2FJHZL-G531GT-BI7N6-ADP-150CH-A18-150P1A-0A001-00081500%2Fdp%2FB088SZXBTM%2Fref%3Dsr_1_193_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133316%26s%3Delectronics%26sr%3D1-193-spons%26psc%3D1&qualifier=1608133319&id=6471954424803518&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61fYmZRy4xL._AC_UY218_.jpg,CDN$ 72.10
239,Original 19.5V 11.8A 230W AC Charger Compatible for Asus ROG Zephyrus S GX701GX GX701GW GX701GV ROG Strix Scar II GL704GM-DH74 GL703GM-DS74 ADP-230GB B A17-180P1A Gaming Laptop with US Cable,www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg9_1?ie=UTF8&adId=A05335865NX69B7GL1O1&url=%2FCompatible-GL704GM-DH74-GL703GM-DS74-ADP-230GB-A17-180P1A%2Fdp%2FB07X5X4662%2Fref%3Dsr_1_194_sspa%3Fdchild%3D1%26keywords%3Dasus%2Brog%26qid%3D1608133316%26s%3Delectronics%26sr%3D1-194-spons%26psc%3D1&qualifier=1608133319&id=6471954424803518&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/41CpS4At9NL._AC_UY218_.jpg,CDN$ 138.05
